Approved_symbol	Locus	Chromosome
NXPE2	11q23.2	11
NXPE2P1	11q23.2	11
NXPE3	3q12.3	3
NXPE4	11q23.2	11
NXPH1	7p21.3	7
NXPH2	2q22.1	2
NXPH3	17q21.33	17
NXPH4	12q13.3	12
NXT1	20p11.21	20
NXT1-AS1	20p11.21	20
NXT1P1	13q13.3	13
NXT2	Xq23	X
NXTAR	Xq12	X
NYAP1	7q22.1	7
NYAP2	2q36.3	2
NYNRIN	14q12	14
NYS2	6p12	6
NYS3	7p11	7
NYS4	13q31-q33	13
NYX	Xp11.4	X
OA1	Xp22.3	X
OA3	6q13-q15	6
OACYLP	18q21.32	18
OAF	11q23.3	11
OAP	11q	11
OARD1	6p21.1	6
OAS1	12q24.13	12
OAS2	12q24.13	12
OAS3	12q24.13	12
OASD	Xp22.3-p22.2	X
OASL	12q24.31	12
OASL2P	12q24.31	12
OAT	10q26.13	10
OATP1	10q26	10
OAZ1	19p13.3	19
OAZ1P1	1p34.2	1
OAZ2	15q22.31	15
OAZ3	1q21.3	1
OBI1	13q31.1	13
OBI1-AS1	13q22.3-q31.1	13
OBP2A	9q34.3	9
OBP2B	9q34.2	9
OBSCN	1q42.13	1
OBSCN-AS1	1q42.13	1
OBSCN-IT1	1q42.13	1
OBSCN-IT2	1q42.13	1
OBSL1	2q35	2
OC90	8q24.22	8
OCA2	15q12-q13.1	15
OCA5	4q24	4
OCD1	reserved	reserved
OCEL1	19p13.11	19
OCIAD1	4p11	4
OCIAD1-AS1	4p11	4
OCIAD2	4p11	4
OCIAD2P1	8q21.13	8
OCLM	1q31.1	1
OCLN	5q13.2	5
OCLNP1	5q13.2	5
OCM	7p22.1	7
OCM2	7q21.3	7
OCP1	reserved	reserved
OCRL	Xq26.1	X
OCSTAMP	20q13.12	20
ODAD1	19q13.33	19
ODAD2	10p12.1	10
ODAD2P1	10p12.1	10
ODAD3	19p13.2	19
ODAD4	17q21.2	17
ODAM	4q13.3	4
ODAPH	4q21.1	4
ODC1	2p25.1	2
ODC1-DT	2p25.1	2
ODCP	7q32.1	7
ODDD	6q22-q23	6
ODF1	8q22.3	8
ODF2	9q34.11	9
ODF2-AS1	9q34.11	9
ODF2L	1p22.3	1
ODF4	17p13.1	17
ODR4	1q31.1	1
ODT1	X	X
OED	Xp21.3	X
OFC1	6p24	6
OFC2	2p14-p13	2
OFC3	19q13	19
OFCC1	6p24.3	6
OFD1	Xp22.2	X
OFD1P1Y	Yq11.222	Y
OFD1P2Y	Yq11.222	Y
OFD1P3Y	Yp11.2	Y
OFD1P4Y	Yq11.222	Y
OFD1P5Y	Yq11.222	Y
OFD1P6Y	Yq11.222	Y
OFD1P7Y	Yq11.222	Y
OFD1P8Y	Yq11.223	Y
OFD1P9Y	Yq11.223	Y
OFD1P10Y	Yq11.223	Y
OFD1P11Y	Yq11.223	Y
OFD1P12Y	Yq11.23	Y
OFD1P13Y	Yq11.23	Y
OFD1P14Y	Yq11.23	Y
OFD1P15Y	Yq11.23	Y
OFD1P16Y	Yq11.223	Y
OFD1P17	5p13.2	5
OFD1P18Y	Yq11.23	Y
OFD1P19Y	Yp11.2	Y
OGA	10q24.32	10
OGDH	7p13	7
OGDHL	10q11.23	10
OGFOD1	16q13	16
OGFOD1P1	13q14.2	13
OGFOD2	12q24.31	12
OGFOD3	17q25.3	17
OGFR	20q13.33	20
OGFR-AS1	20q13.33	20
OGFRL1	6q13	6
OGFRP1	22q13.2	22
OGG1	3p25.3	3
OGN	9q22.31	9
OGT	Xq13.1	X
OI4	7q21.3-q22.1	7
OIP5	15q15.1	15
OIP5-AS1	15q15.1	15
OIT3	10q22.1	10
OK	19pter-p13.2	19
OLA1	2q31.1	2
OLA1P1	22q13.2	22
OLA1P2	17p11.2	17
OLA1P3	12q13.2	12
OLAH	10p13	10
OLFM1	9q34.3	9
OLFM2	19p13.2	19
OLFM3	1p21.1	1
OLFM4	13q14.3	13
OLFM5P	11p15.4	11
OLFML1	11p15.4	11
OLFML2A	9q33.3	9
OLFML2B	1q23.3	1
OLFML3	1p13.2	1
OLFR@	17p13.3	17
OLIG1	21q22.11	21
OLIG2	21q22.11	21
OLIG3	6q23.3	6
OLMALINC	10q24.31	10
OLR1	12p13.2	12
OMA1	1p32.2-p32.1	1
OMD	9q22.31	9
OMG	17q11.2	17
OMP	11q13.5	11
ONECUT1	15q21.3	15
ONECUT2	18q21.31	18
ONECUT3	19p13.3	19
OOEP	6q13	6
OOEP-AS1	6q13	6
OOEPP1	Xp11.4	X
OOEPP2	12q14.2	12
OOSP1	11q12.1	11
OOSP1P1	1p34.1	1
OOSP1P2	17q11.2	17
OOSP2	11q12.1	11
OOSP3	11q12.1	11
OOSP4A	11q12.1	11
OOSP4B	11q12.1	11
OPA1	3q29	3
OPA1-AS1	3q29	3
OPA2	Xp11.4-p11.2	X
OPA3	19q13.32	19
OPA4	18q12.2	18
OPA5	22q12.1-q13.1	22
OPA6	8q21.13-q22.1	8
OPA7	reserved	reserved
OPA8	16q22	16
OPALIN	10q24.1	10
OPCML	11q25	11
OPCML-IT1	11q25	11
OPCML-IT2	11q25	11
OPD1	Xq26-q28	X
OPD2	reserved	reserved
OPEM	X	X
OPHN1	Xq12	X
OPLAH	8q24.3	8
OPN1LW	Xq28	X
OPN1MW	Xq28	X
OPN1MW2	Xq28	X
OPN1MW3	Xq28	X
OPN1SW	7q32.1	7
OPN3	1q43	1
OPN4	10q23.2	10
OPN5	6p12.3	6
OPPG	11q12-q13	11
OPRD1	1p35.3	1
OPRK1	8q11.23	8
OPRL1	20q13.33	20
OPRM1	6q25.2	6
OPRPN	4q13.3	4
OPTC	1q32.1	1
OPTN	10p13	10
OR1A1	17p13.3	17
OR1A2	17p13.3	17
OR1AA1P	Xq26.2	X
OR1AB1P	19p13.12	19
OR1AC1P	17p13.3	17
OR1B1	9q33.2	9
OR1C1	1q44	1
OR1D2	17p13.3	17
OR1D3P	17p13.3	17
OR1D4	17p13.3	17
OR1D5	17p13.3	17
OR1D6P	11q13	11
OR1D7P	11q13	11
OR1E1	17p13.3	17
OR1E2	17p13.2	17
OR1E3	17p13.3	17
OR1E4	17	17
OR1E5	13	13
OR1E6	5	5
OR1E9P	17	17
OR1F1	16p13.3	16
OR1F2P	16p13.3	16
OR1F4	16	16
OR1F5	16p13.3	16
OR1F6	16	16
OR1F7	16	16
OR1F8	16	16
OR1F9	16	16
OR1F10	3	3
OR1F12P	6p22.1	6
OR1F13P	4	4
OR1G1	17p13.3	17
OR1G2	17	17
OR1H1P	9q33.2	9
OR1I1	19p13.1	19
OR1J1	9q33.2	9
OR1J2	9q33.2	9
OR1J3	reserved	reserved
OR1J4	9q33.2	9
OR1J5	9	9
OR1K1	9q33	9
OR1L1	9q33.2	9
OR1L2	reserved	reserved
OR1L3	9q33.2	9
OR1L4	9q33.2	9
OR1L5	reserved	reserved
OR1L6	9q33.2	9
OR1L7	reserved	reserved
OR1L8	9q33.2	9
OR1M1	19p13.2	19
OR1M4P	19p13.2	19
OR1N1	9q33.2	9
OR1N2	9q33.2	9
OR1N3	9	9
OR1P1	17p13.3	17
OR1Q1	9q33.2	9
OR1Q1BP	15q11.2	15
OR1Q2	9	9
OR1Q3	reserved	reserved
OR1R1P	17p13.3	17
OR1R2P	17	17
OR1R3P	17	17
OR1S1	11q12.1	11
OR1S2	11q12.1	11
OR1X1P	5q35.2	5
OR1X5P	5q35.3	5
OR2A1	7q35	7
OR2A1-AS1	7q35	7
OR2A2	7q35	7
OR2A3P	7q35	7
OR2A4	6q23.2	6
OR2A5	7q35	7
OR2A6	reserved	reserved
OR2A7	7q35	7
OR2A8	7	7
OR2A9P	7q35	7
OR2A10	6	6
OR2A12	7q35	7
OR2A13P	7q35	7
OR2A14	7q35	7
OR2A15P	7q35	7
OR2A17P	7	7
OR2A20P	7q35	7
OR2A25	7q35	7
OR2A26	reserved	reserved
OR2A27	reserved	reserved
OR2A28P	reserved	reserved
OR2A41P	7q35	7
OR2A42	7q35	7
OR2AD1P	6p22.1	6
OR2AE1	7q22.1	7
OR2AE2	7	7
OR2AF1P	Xq26.2	X
OR2AF2P	X	X
OR2AG1	11p15.4	11
OR2AG2	11p15.4	11
OR2AG3	11p15.3	11
OR2AH1P	11q12.1	11
OR2AI1P	5q35.3	5
OR2AJ1	1q44	1
OR2AK1P	1	1
OR2AK2	1q44	1
OR2AL1P	11q22.3	11
OR2AM1P	9p13.3	9
OR2AO1P	7q35	7
OR2AP1	12q13.2	12
OR2AQ1P	1q23.1	1
OR2AR1P	3	3
OR2AS1P	1q44	1
OR2AS2P	1q44	1
OR2AT1P	11q13.4	11
OR2AT2P	11q13.4	11
OR2AT4	11q13.4	11
OR2AU1P	6p21.2	6
OR2B1	5	5
OR2B1P	5	5
OR2B2	6p22.1	6
OR2B3	6p22.1	6
OR2B4P	6p22.2-p21.32	6
OR2B5	5	5
OR2B6	6p22.1	6
OR2B7P	6p22.1	6
OR2B8P	6p22.1	6
OR2B9	6	6
OR2B11	1q44	1
OR2BH1P	11p14.1	11
OR2C1	16p13.3	16
OR2C2P	16	16
OR2C3	1q44	1
OR2C4	1	1
OR2C5P	reserved	reserved
OR2D1	reserved	reserved
OR2D2	11p15.4	11
OR2D3	11p15.4	11
OR2E1	reserved	reserved
OR2E1P	6p22.1	6
OR2E2	reserved	reserved
OR2F1	7q35	7
OR2F2	7q35	7
OR2F3	14	14
OR2G1P	6p22.1	6
OR2G2	1q44	1
OR2G3	1q44	1
OR2G6	1q44	1
OR2H1	6p22.1	6
OR2H2	6p22.1	6
OR2H4P	6p22.1	6
OR2H5P	6p22.1	6
OR2H6	6p21.3	6
OR2H8	6	6
OR2I1P	6p22.1	6
OR2I2	6	6
OR2I3P	reserved	reserved
OR2I4P	reserved	reserved
OR2J1	6p22.1	6
OR2J2	6p22.1	6
OR2J3	6p22.1	6
OR2J4P	6p22.1	6
OR2K2	9q31.3	9
OR2L1P	1q44	1
OR2L2	1q44	1
OR2L3	1q44	1
OR2L4P	1	1
OR2L5	1q44	1
OR2L6P	1q44	1
OR2L7P	1	1
OR2L8	1q44	1
OR2L9P	1q44	1
OR2L11	reserved	reserved
OR2L12	reserved	reserved
OR2L13	1q44	1
OR2L14	reserved	reserved
OR2M1P	1q44	1
OR2M2	1q44	1
OR2M3	1q44	1
OR2M4	1q44	1
OR2M5	1q44	1
OR2M6	reserved	reserved
OR2M7	1q44	1
OR2N1P	6p22.2-p21.31	6
OR2P1P	6p22.1	6
OR2Q1P	7q35	7
OR2R1P	7q35	7
OR2S1P	9p13.3	9
OR2S2	9p13.3	9
OR2T1	1q44	1
OR2T2	1q44	1
OR2T3	1q44	1
OR2T4	1q44	1
OR2T5	1q44	1
OR2T6	1q44	1
OR2T7	1q44	1
OR2T8	1q44	1
OR2T9	reserved	reserved
OR2T10	1q44	1
OR2T11	1q44	1
OR2T12	1q44	1
OR2T27	1q44	1
OR2T29	1q44	1
OR2T32P	1q44	1
OR2T33	1q44	1
OR2T34	1q44	1
OR2T35	1q44	1
OR2U1P	6p22.1	6
OR2U2P	6p22.1	6
OR2V1	5q35.3	5
OR2V2	5q35.3	5
OR2V3	5	5
OR2W1	6p22.1	6
OR2W1-AS1	6p22.1	6
OR2W2P	6p22.1	6
OR2W3	1q44	1
OR2W4P	6p22.1	6
OR2W5P	1q44	1
OR2W6P	6p22.1	6
OR2W7P	6	6
OR2W8P	reserved	reserved
OR2X1P	1q44	1
OR2Y1	5q35.3	5
OR2Z1	19p13.2	19
OR2Z2	19	19
OR3A1	17p13.3	17
OR3A2	17p13.3	17
OR3A3	17p13.2	17
OR3A4	17p13.3	17
OR3A4P	17p13.3	17
OR3A5P	17p13.3	17
OR3A6	17	17
OR3A7	17	17
OR3A8P	5	5
OR3B1P	Xq28	X
OR3D1P	1q44	1
OR4A1P	11p11.12	11
OR4A2P	11q11	11
OR4A3P	11q11	11
OR4A4P	11q11	11
OR4A5	11q11	11
OR4A6P	11q11	11
OR4A7P	11q11	11
OR4A8	11q11	11
OR4A9P	11q11	11
OR4A10P	11q11	11
OR4A11P	11q11	11
OR4A12P	11q11	11
OR4A13P	11q11	11
OR4A14P	11q11	11
OR4A15	11q11	11
OR4A16	11q11	11
OR4A17P	11q11	11
OR4A18P	11p11.12	11
OR4A19P	11p11.12	11
OR4A20P	11	11
OR4A21P	11q11	11
OR4A22P	11q12.3	11
OR4A25P	11q12.3	11
OR4A40P	11p11.2	11
OR4A41P	11p11.2	11
OR4A42P	11p11.2	11
OR4A43P	11p11.2	11
OR4A44P	11p11.2	11
OR4A45P	11p11.2	11
OR4A46P	11p11.2	11
OR4A47	11p11.2	11
OR4A48P	11p11.2	11
OR4A49P	11p11.12	11
OR4A50P	11q11	11
OR4B1	11p11.2	11
OR4B2P	11p11.2	11
OR4C1P	11q11	11
OR4C2P	11p11.2	11
OR4C3	11p11.2	11
OR4C4P	11p11.2	11
OR4C5	11p11.2	11
OR4C6	11q11	11
OR4C7P	11q11	11
OR4C8P	11	11
OR4C9P	11p11.2	11
OR4C10P	11p11.2	11
OR4C11	11q11	11
OR4C12	11p11.12	11
OR4C13	11p11.12	11
OR4C14P	11q11	11
OR4C15	11q11	11
OR4C16	11q11	11
OR4C17P	11q12.1	11
OR4C45	11p11.12	11
OR4C46	11q11	11
OR4C48P	11p11.12	11
OR4C49P	11p11.12	11
OR4C50P	11q11	11
OR4D1	17q22	17
OR4D2	17q22	17
OR4D3	reserved	reserved
OR4D5	11q24.1	11
OR4D6	11q12.1	11
OR4D7P	11q12.1	11
OR4D8P	11q12.1	11
OR4D9	11q12.1	11
OR4D10	11q12.1	11
OR4D11	11q12.1	11
OR4E1	14q11.2	14
OR4E2	14q11.2	14
OR4F1P	6p25.3	6
OR4F2P	11p15.5	11
OR4F3	5q35.3	5
OR4F4	15q26.3	15
OR4F5	1p36.33	1
OR4F6	15q26.3	15
OR4F7P	6q27	6
OR4F8BP	9q34.3	9
OR4F8P	19p13.3	19
OR4F9P	19	19
OR4F10	6	6
OR4F11P	16	16
OR4F12	6	6
OR4F13P	15q26.3	15
OR4F14P	15q26.3	15
OR4F15	15q26.3	15
OR4F16	1p36.33	1
OR4F17	19p13.3	19
OR4F18	19	19
OR4F19	19	19
OR4F20P	reserved	reserved
OR4F21	8p23.3	8
OR4F28P	15q26.3	15
OR4F29	1p36.33	1
OR4G1P	19p13.3	19
OR4G2P	15q26.3	15
OR4G3P	19p13.3	19
OR4G4P	1p36.33	1
OR4G5P	16	16
OR4G6P	15q26.3	15
OR4G7P	19	19
OR4G8P	19	19
OR4G11P	1p36.33	1
OR4H1P	15	15
OR4H2P	4	4
OR4H3P	4	4
OR4H4P	15	15
OR4H5P	5	5
OR4H6BP	15q11.2	15
OR4H6P	15q11.2	15
OR4H7P	5	5
OR4H8P	14	14
OR4H9P	15	15
OR4H10P	15	15
OR4H11P	4	4
OR4H12P	14p13	14
OR4K1	14q11.2	14
OR4K2	14q11.2	14
OR4K3	14q11.2	14
OR4K4P	14q11.2	14
OR4K5	14q11.2	14
OR4K6P	14q11.2	14
OR4K7P	18p11.21	18
OR4K8P	18p11.21	18
OR4K9P	18	18
OR4K10P	18	18
OR4K11P	21q11.2	21
OR4K12P	21q11.2	21
OR4K13	14q11.2	14
OR4K14	14q11.2	14
OR4K15	14q11.2	14
OR4K16P	14q11.2	14
OR4K17	14q11.2	14
OR4L1	14q11.2	14
OR4L2P	14	14
OR4M1	14q11.2	14
OR4M2	15q11.2	15
OR4M2-OT1	15q11.2	15
OR4M2B	15q11.2	15
OR4N1P	14q11.2	14
OR4N2	14q11.2	14
OR4N3BP	15q11.2	15
OR4N3P	15q11.2	15
OR4N4	15q11.2	15
OR4N4C	15q11.2	15
OR4N5	14q11.2	14
OR4P1P	11q11	11
OR4P3P	11	11
OR4P4	11q11	11
OR4Q1P	15q11.2	15
OR4Q2	14q11.2	14
OR4Q3	14q11.2	14
OR4Q4	14p13	14
OR4R1P	11p11.2	11
OR4R2P	11q11	11
OR4R3P	11p11.12	11
OR4S1	11p11.2	11
OR4S2	11q11	11
OR4T1P	14q11.2	14
OR4U1P	14q11.2	14
OR4V1P	11q11	11
OR4W1P	Xq25	X
OR4X1	11p11.2	11
OR4X2	11p11.2	11
OR4X7P	11q11	11
OR5A1	11q12.1	11
OR5A2	11q12.1	11
OR5AC1	3q11.2	3
OR5AC2	3q11.2	3
OR5AC4P	3q11.2	3
OR5AH1P	19q13.43	19
OR5AK1P	11q12.1	11
OR5AK2	11q12.1	11
OR5AK3P	11q12.1	11
OR5AK4P	11q12.1	11
OR5AK5P	reserved	reserved
OR5AL1	11q12.1	11
OR5AL2P	11q12.1	11
OR5AM1P	11q12.1	11
OR5AN1	11q12.1	11
OR5AN2P	11q12.1	11
OR5AO1P	11q12.1	11
OR5AP1P	11q12.1	11
OR5AP2	11q12.1	11
OR5AQ1P	11q12.1	11
OR5AR1	11q12.1	11
OR5AS1	11q12.1	11
OR5AU1	14q11.2	14
OR5AW1P	Xq26.2	X
OR5AZ1P	11q12.1	11
OR5B1P	11q12.1	11
OR5B2	11q12.1	11
OR5B3	11q12.1	11
OR5B4P	13	13
OR5B5P	3	3
OR5B6P	reserved	reserved
OR5B7P	6	6
OR5B8P	6	6
OR5B9P	8	8
OR5B10P	11q12.1	11
OR5B11P	13	13
OR5B12	11q12.1	11
OR5B13	11	11
OR5B14P	11	11
OR5B15P	11q12.1	11
OR5B16	11	11
OR5B17	11q12.1	11
OR5B18P	11	11
OR5B19P	11q12.1	11
OR5B20P	reserved	reserved
OR5B21	11q12.1	11
OR5BA1P	11q12.1	11
OR5BB1P	11q12.1	11
OR5BC1P	11q12.1	11
OR5BD1P	11q12.1	11
OR5BE1P	11q12.1	11
OR5BG1P	11	11
OR5BH1P	Xq26.2	X
OR5BH2P	reserved	reserved
OR5BJ1P	12q13.11	12
OR5BK1P	12q13.11	12
OR5BL1P	11q12.1	11
OR5BM1P	3q11.2	3
OR5BN1P	11q12.1	11
OR5BN2P	11q12.1	11
OR5BP1P	11q12.1	11
OR5BQ1P	11q12.1	11
OR5BQ2P	11q12.3	11
OR5BR1P	11q12.1	11
OR5BS1P	12q13.11	12
OR5BT1P	12q13.11	12
OR5C1	9q33.2	9
OR5C2P	9	9
OR5D1P	8	8
OR5D2P	11q11	11
OR5D3P	11q11	11
OR5D5P	18	18
OR5D6P	11	11
OR5D7P	18	18
OR5D8P	18	18
OR5D10P	reserved	reserved
OR5D11P	8	8
OR5D12P	18	18
OR5D13	11q11	11
OR5D14	11q11	11
OR5D15P	11q11	11
OR5D16	11q12.1	11
OR5D17P	11q11	11
OR5D18	11q12.1	11
OR5E1P	11p15.4	11
OR5F1	11q12.1	11
OR5F2P	11q12.1	11
OR5G1P	11q12.1	11
OR5G2P	11q11-q12	11
OR5G3	11q12.1	11
OR5G4P	11q12.1	11
OR5G5P	11q12.1	11
OR5G6P	11q12.3	11
OR5H1	3q11.2	3
OR5H2	3q11.2	3
OR5H3P	3q11.2	3
OR5H4P	3q11.2	3
OR5H5P	3q11.2	3
OR5H6	3q11.2	3
OR5H7P	3q11.2	3
OR5H8	3q11.2	3
OR5H14	3q11.2	3
OR5H15	3q11.2	3
OR5I1	11q12.1	11
OR5J1P	11q12.1	11
OR5J2	11q12.1	11
OR5J7P	11q12.1	11
OR5K1	3q11.2	3
OR5K2	3q11.2	3
OR5K3	3q11.2	3
OR5K4	3q11.2	3
OR5L1	11q12.1	11
OR5L2	11q12.1	11
OR5M1	11q12.1	11
OR5M2P	11q12.1	11
OR5M3	11q12.1	11
OR5M4P	11q12.1	11
OR5M5P	11q12.1	11
OR5M6P	11q12.1	11
OR5M7P	11q12.1	11
OR5M8	11q12.1	11
OR5M9	11q12.1	11
OR5M10	11q12.1	11
OR5M11	11q12.1	11
OR5M12P	11q12.1	11
OR5M13P	11q12.1	11
OR5M14P	4p13	4
OR5M15P	4q12	4
OR5P1P	11p15.4	11
OR5P2	11p15.4	11
OR5P3	11p15.4	11
OR5P4P	11p15.4	11
OR5S1P	2q37.3	2
OR5T1	11q12.1	11
OR5T2	11q12.1	11
OR5T3	11q12.1	11
OR5V1	6p22.1	6
OR5W1P	11q12.1	11
OR5W2	11q12.1	11
OR5W3P	11	11
OR6A1	11p15	11
OR6A2	11p15.4	11
OR6B1	7q35	7
OR6B2	2q37.3	2
OR6B3	2q37.3	2
OR6C1	12q13.2	12
OR6C2	12q13.2	12
OR6C3	12q13.2	12
OR6C4	12q13.2	12
OR6C5P	12q13.2	12
OR6C6	12q13.2	12
OR6C7P	12q13.2	12
OR6C64P	12q13.2	12
OR6C65	12q13.2	12
OR6C66P	12q13.2	12
OR6C68	12q13.2	12
OR6C69P	12q13.2	12
OR6C70	12q13.2	12
OR6C71P	12q13.2	12
OR6C72P	12q13.2	12
OR6C73P	12q13.2	12
OR6C74	12q13.2	12
OR6C75	12q13.2	12
OR6C76	12q13.2	12
OR6D1P	10q11.21	10
OR6E1P	14q11.2	14
OR6F1	1q44	1
OR6J1	14q11.2	14
OR6J2	14	14
OR6K1P	1q23.1	1
OR6K2	1q23.1	1
OR6K3	1q23.1	1
OR6K4P	1q23.1	1
OR6K5P	1q23.1	1
OR6K6	1q23.1	1
OR6L1P	10q26.3	10
OR6L2P	10q26.3	10
OR6M1	11q24.1	11
OR6M2P	11q24.1	11
OR6M3P	11q24.1	11
OR6N1	1q23.1	1
OR6N2	1q23.1	1
OR6P1	1q23.1	1
OR6Q1	11q12.1	11
OR6R1P	1q44	1
OR6R2P	8p21.3	8
OR6S1	14q11.2	14
OR6T1	11q24.1	11
OR6U1P	12	12
OR6U2P	12q13.2	12
OR6V1	7q34	7
OR6W1P	7q34	7
OR6X1	11q24.1	11
OR6Y1	1q23.1	1
OR6Y2	reserved	reserved
OR7A1P	19p13.12	19
OR7A2	19p13.1	19
OR7A2P	19p13.12	19
OR7A3P	19p13.12	19
OR7A4P	19p13.1	19
OR7A5	19p13.1	19
OR7A6P	reserved	reserved
OR7A8P	19p13.12	19
OR7A9P	reserved	reserved
OR7A10	19p13.12	19
OR7A11P	19p13.12	19
OR7A12P	14	14
OR7A13P	14	14
OR7A14P	19p13.1	19
OR7A15P	19p13.12	19
OR7A16P	19	19
OR7A17	19p13.12	19
OR7A18P	19p13.12	19
OR7A19P	12q13.11	12
OR7A20P	reserved	reserved
OR7C1	19p13.1	19
OR7C2	19p13.12	19
OR7C3	19	19
OR7C4	reserved	reserved
OR7D1P	19p13.2	19
OR7D2	19p13.2	19
OR7D3P	19	19
OR7D4	19p13.2	19
OR7D11P	19p13.2	19
OR7E1P	11q13.2	11
OR7E2P	11q14.2	11
OR7E3P	11q13	11
OR7E4P	11q13.4	11
OR7E5P	11q12.1	11
OR7E7P	7q21.3	7
OR7E8P	8p23.1	8
OR7E10P	8p23.1	8
OR7E11P	11q13.2	11
OR7E12P	11p15.4	11
OR7E13P	11q14.2	11
OR7E14P	11p15.1	11
OR7E15P	8p23.1	8
OR7E16P	19p13.2	19
OR7E17P	19	19
OR7E18P	19p13.2	19
OR7E19P	19p13.2	19
OR7E20P	3p13	3
OR7E21P	3q22.1	3
OR7E22P	3p12.3	3
OR7E23P	21q22.11	21
OR7E24	19p13.2	19
OR7E25P	19p13.2	19
OR7E26P	10p13	10
OR7E27P	reserved	reserved
OR7E28P	2q24.1	2
OR7E29P	3q21.2	3
OR7E31P	9q22.2	9
OR7E32P	reserved	reserved
OR7E33P	13q21.32	13
OR7E35P	4p16.1	4
OR7E36P	13q14.11	13
OR7E37P	13q14.11	13
OR7E38P	7q21.3	7
OR7E39P	7p22.1	7
OR7E40P	reserved	reserved
OR7E41P	11p15.2	11
OR7E42P	reserved	reserved
OR7E43P	4p16.3	4
OR7E46P	2p13.3	2
OR7E47P	12q13.13	12
OR7E49P	reserved	reserved
OR7E50P	8	8
OR7E51P	reserved	reserved
OR7E53P	3q21.2	3
OR7E54P	reserved	reserved
OR7E55P	3p12.3	3
OR7E56P	reserved	reserved
OR7E58P	11	11
OR7E59P	7p22.1	7
OR7E60P	19p13.2	19
OR7E61	reserved	reserved
OR7E62P	2p13.3	2
OR7E63P	2	2
OR7E64P	2	2
OR7E65	19p13.2	19
OR7E66P	3p12.3	3
OR7E67P	1	1
OR7E68P	10	10
OR7E69P	1	1
OR7E70P	1	1
OR7E71P	reserved	reserved
OR7E72P	reserved	reserved
OR7E73P	reserved	reserved
OR7E74P	reserved	reserved
OR7E75P	reserved	reserved
OR7E78P	3	3
OR7E79P	reserved	reserved
OR7E80P	8	8
OR7E83P	4p16.1	4
OR7E84P	4p16.1	4
OR7E85BP	4p16.1	4
OR7E85P	4p16.1	4
OR7E86P	4p16.1	4
OR7E87P	11q13.4	11
OR7E88P	reserved	reserved
OR7E89P	2q24.1	2
OR7E90P	2q24.1	2
OR7E91P	2p13.3	2
OR7E92P	21	21
OR7E93P	3q21.2	3
OR7E94P	4q21.21	4
OR7E95P	12	12
OR7E96P	8p23.1	8
OR7E97P	3q21.2	3
OR7E98P	19	19
OR7E99P	4p16.3	4
OR7E100P	3q13.2	3
OR7E101P	13q14.13	13
OR7E102P	2q11.1	2
OR7E103P	4p16.3	4
OR7E104P	13q21.31	13
OR7E105P	14q22.1	14
OR7E106P	14q22.1	14
OR7E107P	2	2
OR7E108P	9q22.2	9
OR7E109P	9q22.2	9
OR7E110P	10p13	10
OR7E111FP	4p16.1	4
OR7E111P	13q21.32	13
OR7E115P	10p13	10
OR7E116P	9q22.2	9
OR7E117P	11p15.4	11
OR7E119P	reserved	reserved
OR7E120	reserved	reserved
OR7E121P	3p12.3	3
OR7E122P	3p25.3	3
OR7E123P	reserved	reserved
OR7E125P	8p23.1	8
OR7E126P	11q13.4	11
OR7E127P	3	3
OR7E128P	11q13.4	11
OR7E129P	3q22.1	3
OR7E130P	3q21.2	3
OR7E131P	3	3
OR7E132P	3	3
OR7E133P	2q31.3	2
OR7E134P	reserved	reserved
OR7E136P	7p22.1	7
OR7E137P	reserved	reserved
OR7E138P	reserved	reserved
OR7E139P	reserved	reserved
OR7E140P	12p13.31	12
OR7E144P	11q13.4	11
OR7E145P	11q13.2	11
OR7E147P	reserved	reserved
OR7E148P	12p13.31	12
OR7E149P	12p13.31	12
OR7E150P	12p13.1	12
OR7E151P	reserved	reserved
OR7E154P	8p23.1	8
OR7E155P	13q14.11	13
OR7E156P	13q21.31	13
OR7E157P	8p23.1	8
OR7E158P	8p23.1	8
OR7E159P	14q22.1	14
OR7E160P	8p23.1	8
OR7E161P	8p23.1	8
OR7E162P	4p16.3	4
OR7E163P	4p16.3	4
OR7G1	19p13.2	19
OR7G2	19p13.2	19
OR7G3	19p13.2	19
OR7G15P	19p13.2	19
OR7H1P	19p13.2	19
OR7H2P	5q21.1	5
OR7K1P	14q12	14
OR7L1P	Xq26.2	X
OR7M1P	10q26.3	10
OR8A1	11q24.2	11
OR8A2P	11q24.2	11
OR8A3P	11q24.2	11
OR8B1P	11q24.2	11
OR8B2	11q24.2	11
OR8B3	11q24.2	11
OR8B4	11q24.2	11
OR8B5P	11q24.2	11
OR8B6P	11q24.2	11
OR8B7P	11q24.2	11
OR8B8	11q24.2	11
OR8B9P	11q24.2	11
OR8B10P	11q24.2	11
OR8B11P	15	15
OR8B12	11q24.2	11
OR8B13P	11q25	11
OR8C1P	11q24.2	11
OR8C3P	11q25	11
OR8C4P	11	11
OR8D1	11q24.2	11
OR8D2	11q24.2	11
OR8D3	11q25	11
OR8D4	11q24.1	11
OR8F1P	11q24.2	11
OR8G1	11q24.2	11
OR8G2P	11q24.2	11
OR8G3P	11q24.2	11
OR8G4	11q25	11
OR8G5	11q24.2	11
OR8G6	11q25	11
OR8G7P	11q24.2	11
OR8H1	11q12.1	11
OR8H2	11q12.1	11
